# Data SVM Swiss-Roll model
param nu:=5;
param m:=667;
param n:=3;
param sigma:=43.5;
param A: 1 2 3 4:=
1 6.34238 10.69067 0.50264 -1
2 6.17751 9.57352 -0.51938 -1
3 -8.03301 20.99532 3.97974 -1
4 -9.47501 9.3622 -0.78649 -1
5 6.14933 19.43239 -0.62837 -1
6 2.27877 16.53311 -4.63952 -1
7 -9.43017 11.22131 -1.94012 1
8 4.80621 1.43141 5.24213 -1
9 -5.43778 11.87336 6.59002 -1
10 5.36529 7.9227 4.45951 -1
11 0.68158 0.51258 -4.80519 -1
12 -9.46956 18.19322 -0.61195 -1
13 5.15361 12.95553 4.78331 -1
14 0.54331 17.57285 -11.03141 1
15 6.07894 20.82251 12.25134 1
16 6.61724 16.61662 -9.53046 1
17 5.58439 11.58627 -2.01518 -1
18 0.59555 2.67982 14.08231 1
19 -8.59339 7.86963 -5.023 1
20 5.97029 0.96494 3.20412 -1
21 -4.63017 16.41465 -9.46942 1
22 -8.95361 4.95014 2.09347 -1
23 5.39919 8.7 -2.32147 -1
24 6.26773 17.70672 2.07858 -1
25 -7.87212 6.38452 -6.33104 1
26 0.18641 9.85631 -11.01092 1
27 2.71443 6.44292 13.6744 1
28 1.00413 2.76402 -4.81441 -1
29 -2.44187 7.18995 -10.48623 1
30 -6.6097 6.98189 -7.89784 1
31 -2.64233 2.0268 -10.41728 1
32 -9.1942 11.16074 1.29457 -1
33 -3.68507 17.73334 -9.98358 1
34 5.35671 3.46799 -2.38613 -1
35 -2.85754 3.03878 7.69613 -1
36 11.79951 1.88141 5.45492 1
37 -8.08833 19.54239 -5.98489 1
38 -3.50957 14.69031 -10.06581 1
39 11.43335 6.85784 -4.27997 1
40 4.26129 15.37346 -10.55141 1
41 -8.30868 1.17159 -5.5961 1
42 -7.0442 10.55167 5.2484 -1
43 3.27533 19.20221 13.50786 1
44 -4.59858 20.46096 -9.48869 1
45 -3.72332 15.70379 -9.96514 1
46 -6.29695 18.49091 -8.20254 1
47 12.5456 17.97725 2.23036 1
48 -8.29977 20.78156 -5.61265 1
49 1.78845 9.29283 -11.01229 1
50 6.15687 18.79309 2.59768 -1
51 -7.74076 13.20776 4.40677 -1
52 5.89101 1.7678 -9.91349 1
53 4.77363 3.41237 -3.12215 -1
54 5.41539 0.164 -2.29632 -1
55 -9.32067 9.86604 -2.71597 1
56 -6.7068 19.74833 5.58865 -1
57 9.23203 6.81662 9.67833 1
58 -2.39715 17.27116 7.79204 -1
59 12.60575 2.41002 1.06464 1
60 9.49001 7.77626 -7.20765 1
61 8.72422 0.55066 -7.98286 1
62 5.29325 7.26632 -2.47935 -1
63 2.00806 2.46108 -10.99435 1
64 5.22386 10.45365 -2.57698 -1
65 -8.36497 3.37858 -5.48986 1
66 0.49535 7.50007 14.09333 1
67 5.14898 17.0443 -10.23981 1
68 7.96348 12.60062 -8.62748 1
69 -6.45102 0.96787 5.82314 -1
70 2.90119 18.78938 6.86647 -1
71 -0.83877 17.81821 -10.88641 1
72 9.31015 17.2372 9.59103 1
73 -0.70758 19.67371 -10.90787 1
74 12.54366 3.10575 -0.25291 1
75 3.821 15.36368 6.22412 -1
76 4.66697 10.57476 12.97836 1
77 11.03622 11.44535 7.13189 1
78 1.01438 16.04661 -4.81435 -1
79 -7.54467 15.04328 -6.80241 1
80 9.65341 11.74126 -7.02243 1
81 0.12054 12.00841 7.83768 -1
82 1.69871 12.45475 7.43793 -1
83 8.30355 13.67957 10.61019 1
84 4.04768 2.19621 -3.7723 -1
85 4.03938 10.17125 6.03773 -1
86 6.32889 12.70631 1.62836 -1
87 9.80086 17.57206 -6.84841 1
88 2.56003 6.65688 -10.92984 1
89 5.00097 14.88346 -10.29755 1
90 1.77183 10.85768 7.41041 -1
91 -8.55303 13.38382 3.05377 -1
92 2.9484 15.09946 6.83838 -1
93 0.25341 9.98258 7.81747 -1
94 2.16071 18.54518 -4.6701 -1
95 10.08198 18.41902 8.63537 1
96 -5.87908 19.13572 6.28491 -1
97 12.56584 4.42608 2.00257 1
98 -7.95635 8.92209 4.09703 -1
99 2.0937 17.80598 -10.98617 1
100 12.33685 17.19589 -1.58663 1
101 2.86995 18.25968 -10.88134 1
102 4.0046 15.11698 -3.80416 -1
103 4.31649 7.94172 13.12808 1
104 -9.23049 11.55861 1.14554 -1
105 2.41849 7.78094 7.12773 -1
106 5.12945 4.72555 12.76281 1
107 3.62734 13.32496 13.38999 1
108 5.39353 14.59999 4.41317 -1
109 -1.25437 18.88782 -10.80748 1
110 -6.24395 19.32077 -8.25168 1
111 -0.97735 4.26604 -10.86196 1
112 12.03589 17.66106 -2.73566 1
113 8.42156 13.64993 -8.25272 1
114 -2.42389 0.29101 -10.4922 1
115 -8.86453 20.17825 2.33588 -1
116 -0.77055 4.53382 7.91362 -1
117 -7.68273 7.4776 -6.61061 1
118 1.94264 6.98807 7.34271 -1
119 -8.998 14.14821 -3.98738 1
120 4.43673 18.9225 -3.45267 -1
121 -2.98596 1.83323 7.66437 -1
122 6.79562 18.3818 -9.42598 1
123 -6.57292 15.21213 5.71374 -1
124 11.73291 0.77244 5.63 1
125 11.7696 4.05459 5.53449 1
126 4.27807 9.43454 -3.59028 -1
127 1.0446 7.95553 14.02397 1
128 2.77323 11.15053 -10.89743 1
129 4.16112 1.11446 -10.58147 1
130 -7.88159 1.94786 4.20764 -1
131 -4.33301 1.90988 -9.64471 1
132 8.7914 6.03651 10.14345 1
133 3.28743 4.82216 -4.24748 -1
134 8.5835 17.86672 -8.11066 1
135 0.15573 13.24491 -4.74266 -1
136 12.48751 6.90869 2.72387 1
137 8.06963 20.02825 -8.54404 1
138 -6.91928 12.79326 -7.5689 1
139 -8.84028 12.75207 2.39841 -1
140 10.71908 13.67392 -5.58357 1
141 -0.75589 12.9848 -10.90016 1
142 3.85339 20.38271 6.19741 -1
143 -7.92999 6.86743 -6.24142 1
144 -6.57078 16.97584 5.71569 -1
145 0.07791 11.57048 7.84366 -1
146 10.09833 8.08914 -6.47549 1
147 0.3736 20.73172 14.10574 1
148 -8.72338 7.14246 2.68234 -1
149 12.59053 16.41296 1.62031 1
150 -1.26494 17.90069 -10.80525 1
151 8.91155 20.78003 -7.80613 1
152 12.59471 12.16384 1.52902 1
153 6.3478 15.47627 0.57908 -1
154 6.35858 16.36405 0.81258 -1
155 8.76046 0.76843 10.17448 1
156 -0.50149 12.31782 7.90147 -1
157 -6.70222 11.19301 -7.80255 1
158 10.77363 13.4289 7.59266 1
159 5.51293 12.57077 4.20749 -1
160 4.21518 9.83045 -3.64197 -1
161 2.95855 12.02486 -4.40233 -1
162 8.493 5.58245 10.43449 1
163 7.10221 12.19652 11.58313 1
164 -1.96481 17.28997 7.85708 -1
165 -1.11078 16.94944 -10.83665 1
166 10.98501 16.54551 -5.1413 1
167 -0.61708 15.77753 7.90782 -1
168 6.32142 0.91452 1.69892 -1
169 2.16704 0.98508 -10.97863 1
170 6.30851 13.93469 1.80662 -1
171 12.42937 16.76575 3.10401 1
172 10.8561 13.23839 -5.36105 1
173 8.44181 20.93835 -8.23524 1
174 12.56414 9.97378 2.02366 1
175 4.31959 19.77591 -3.55528 -1
176 12.36711 1.42285 -1.43894 1
177 4.94501 15.47642 5.06811 -1
178 0.13328 11.12485 -4.73863 -1
179 3.59611 15.92562 6.40117 -1
180 -7.72376 4.58859 4.43003 -1
181 -2.84376 10.4916 -10.34347 1
182 0.44235 12.39817 14.09886 1
183 12.53255 12.31041 2.35703 1
184 11.86252 7.62182 5.28185 1
185 -8.50717 18.15643 3.14673 -1
186 6.33341 5.68246 1.58163 -1
187 -3.77156 18.57126 7.42076 -1
188 11.92993 2.19502 5.08763 1
189 4.10462 0.73652 5.97905 -1
190 12.49534 8.57919 2.66595 1
191 -4.89861 11.39288 -9.29943 1
192 12.55234 12.99726 -0.16285 1
193 5.69584 14.3671 -1.80782 -1
194 4.80019 8.18728 5.24944 -1
195 4.95062 7.18323 5.06083 -1
196 0.0702 0.95746 7.84472 -1
